Order_ID,Date_Time,Category,Demand_Level,Traffic_Congestion,Delivery_Mode,Driver_Availability,Distance_km,Base_Price,Weather_Impact,Special_Event,Payment_Method,Final_Price
2833,2025-03-26 22:45:00,Electronics,Low,Heavy,Express,Low,10.0,4.42,Rainy,Festival,UPI,15.06
2834,2025-03-03 18:54:00,Groceries,Low,Moderate,Scheduled,Medium,0.7,6.15,Rainy,Sports Event,Debit Card,9.5
2835,2025-03-09 03:50:00,Fashion,High,Light,Standard,Low,8.8,12.42,Snowy,Festival,UPI,32.74
2836,2025-03-04 09:37:00,Groceries,Low,Moderate,Express,Low,2.2,8.53,Rainy,Festival,E-Wallet,26.64
2837,2025-03-12 07:09:00,Electronics,Medium,Light,Scheduled,Medium,7.5,13.9,Rainy,None,UPI,16.51
2838,2025-03-18 00:17:00,Electronics,Medium,Light,Scheduled,Low,5.9,14.54,Rainy,Holiday,UPI,29.19
2839,2025-03-10 23:05:00,Fashion,Medium,Light,Standard,High,8.2,13.84,Clear,Festival,UPI,17.81
2840,2025-03-02 23:03:00,Food Delivery,High,Moderate,Express,Medium,5.9,2.46,Stormy,Holiday,Cash,7.68
2841,2025-03-11 22:56:00,Groceries,Medium,Moderate,Scheduled,Low,5.3,6.12,Rainy,Sports Event,E-Wallet,13.52
2842,2025-03-07 13:59:00,Fashion,Low,Heavy,Express,High,2.0,14.34,Stormy,Sports Event,UPI,33.82
2843,2025-03-18 14:01:00,Electronics,Low,Light,Scheduled,Medium,5.1,6.07,Snowy,Festival,Debit Card,8.52
2844,2025-03-01 13:49:00,Pharmacy,Medium,Moderate,Standard,Low,2.4,2.57,Clear,Festival,UPI,5.26
2845,2025-03-02 05:32:00,Fashion,High,Light,Standard,Medium,3.4,5.99,Stormy,None,E-Wallet,9.34
2846,2025-03-04 11:55:00,Fashion,Low,Moderate,Express,High,7.3,13.33,Clear,Sports Event,Debit Card,24.02
2847,2025-03-06 12:17:00,Food Delivery,High,Heavy,Standard,Medium,7.4,13.35,Stormy,Holiday,Credit Card,32.49
2848,2025-03-24 01:45:00,Pharmacy,High,Moderate,Scheduled,Medium,5.5,12.93,Snowy,Sports Event,Cash,25.96
2849,2025-03-16 22:37:00,Groceries,High,Heavy,Express,Medium,9.1,14.48,Stormy,None,UPI,37.95
2850,2025-03-16 06:09:00,Pharmacy,Low,Moderate,Scheduled,Low,9.4,3.52,Clear,Holiday,Debit Card,5.89
2851,2025-03-09 15:18:00,Fashion,Medium,Moderate,Standard,Medium,8.4,2.32,Stormy,None,Debit Card,3.37
2852,2025-03-12 01:00:00,Groceries,Medium,Moderate,Scheduled,Medium,1.4,8.25,Rainy,None,Debit Card,10.78
2853,2025-03-17 17:23:00,Fashion,Low,Heavy,Standard,High,2.3,13.04,Clear,None,UPI,14.08
2854,2025-03-29 08:20:00,Fashion,High,Moderate,Express,High,6.5,8.67,Snowy,None,Credit Card,18.75
2855,2025-03-14 17:41:00,Fashion,High,Light,Express,High,3.4,6.01,Rainy,Festival,Debit Card,15.36
2856,2025-03-27 18:24:00,Pharmacy,Low,Light,Scheduled,Medium,3.8,6.77,Clear,Sports Event,UPI,7.92
2857,2025-03-14 21:33:00,Groceries,High,Heavy,Scheduled,Low,0.8,9.36,Snowy,Festival,Cash,26.65
2858,2025-03-07 06:38:00,Groceries,High,Light,Scheduled,High,4.7,14.3,Clear,Sports Event,Cash,19.58
2859,2025-03-07 13:27:00,Pharmacy,Low,Moderate,Express,Medium,3.0,6.88,Snowy,None,Credit Card,12.71
2860,2025-03-19 22:02:00,Food Delivery,Low,Moderate,Standard,Low,5.6,9.82,Rainy,Holiday,E-Wallet,21.91
2861,2025-03-06 01:16:00,Electronics,High,Moderate,Express,Low,5.5,2.64,Snowy,Festival,UPI,10.72
2862,2025-03-06 19:45:00,Food Delivery,Low,Light,Express,Low,8.1,13.8,Snowy,Holiday,Credit Card,39.18
2863,2025-03-23 18:48:00,Fashion,Medium,Heavy,Standard,Low,3.5,9.02,Clear,None,Cash,15.48
2864,2025-03-07 16:17:00,Pharmacy,Medium,Moderate,Standard,Low,3.8,5.66,Stormy,Holiday,E-Wallet,13.89
2865,2025-03-28 08:00:00,Electronics,High,Light,Express,High,7.6,12.31,Rainy,Festival,Debit Card,31.46
2866,2025-03-29 11:02:00,Groceries,Medium,Moderate,Standard,Low,4.6,13.72,Clear,Holiday,Cash,28.06
2867,2025-03-13 09:22:00,Groceries,Medium,Heavy,Express,Medium,5.5,13.5,Stormy,Sports Event,Credit Card,38.92
2868,2025-03-21 22:33:00,Fashion,Low,Moderate,Scheduled,Low,3.2,12.87,Snowy,Holiday,UPI,25.84
2869,2025-03-05 23:49:00,Groceries,Low,Moderate,Scheduled,High,5.7,3.94,Clear,None,Debit Card,3.51
2870,2025-03-29 20:06:00,Electronics,High,Light,Scheduled,High,7.0,4.67,Snowy,Sports Event,Debit Card,7.67
2871,2025-03-09 22:40:00,Electronics,High,Moderate,Scheduled,High,7.6,9.71,Stormy,Sports Event,Credit Card,17.55
2872,2025-03-25 09:31:00,Groceries,Low,Heavy,Scheduled,Low,7.7,11.28,Snowy,Holiday,Cash,24.71
2873,2025-03-04 12:59:00,Pharmacy,Low,Moderate,Standard,Medium,1.1,10.42,Rainy,Sports Event,Cash,17.88
2874,2025-03-07 23:38:00,Groceries,Medium,Light,Express,Low,2.3,10.49,Rainy,Festival,Credit Card,32.76
2875,2025-03-26 01:55:00,Groceries,Medium,Moderate,Standard,Low,9.9,9.74,Snowy,Festival,Cash,23.9
2876,2025-03-16 05:37:00,Food Delivery,High,Moderate,Standard,Low,4.4,10.86,Rainy,Holiday,UPI,31.49
2877,2025-03-18 12:21:00,Electronics,Low,Moderate,Express,High,1.7,5.87,Stormy,Holiday,E-Wallet,12.69
2878,2025-03-22 06:01:00,Groceries,Low,Heavy,Express,High,3.4,14.46,Rainy,None,Cash,26.24
2879,2025-03-11 11:21:00,Pharmacy,High,Moderate,Scheduled,Low,1.6,3.13,Rainy,Sports Event,E-Wallet,8.17
2880,2025-03-14 17:33:00,Pharmacy,Medium,Moderate,Standard,Low,4.2,8.64,Clear,Festival,E-Wallet,17.67
2881,2025-03-08 14:04:00,Electronics,Low,Light,Standard,Low,1.5,5.01,Clear,Sports Event,Cash,8.47
2882,2025-03-30 21:49:00,Fashion,Medium,Light,Express,Low,4.3,5.23,Stormy,None,UPI,12.56
2883,2025-03-10 15:58:00,Pharmacy,Low,Heavy,Scheduled,Medium,8.4,3.95,Snowy,Sports Event,Debit Card,6.65
2884,2025-03-26 11:12:00,Electronics,Low,Moderate,Standard,High,8.1,5.87,Snowy,Holiday,E-Wallet,9.07
2885,2025-03-12 14:51:00,Pharmacy,High,Moderate,Standard,Medium,4.1,8.24,Rainy,Festival,UPI,18.38
2886,2025-03-18 02:44:00,Fashion,Low,Heavy,Scheduled,Medium,0.7,8.13,Snowy,Sports Event,Debit Card,13.7
2887,2025-03-07 10:47:00,Pharmacy,High,Heavy,Standard,High,3.8,7.71,Clear,Festival,Credit Card,14.07
2888,2025-03-04 05:07:00,Pharmacy,Medium,Light,Scheduled,Medium,0.8,5.78,Clear,None,Debit Card,5.72
2889,2025-03-19 22:59:00,Electronics,Low,Heavy,Standard,Medium,2.8,11.89,Clear,Sports Event,UPI,18.55
2890,2025-03-23 06:15:00,Fashion,Low,Light,Express,Medium,9.5,7.58,Stormy,None,UPI,12.73
2891,2025-03-24 13:48:00,Groceries,Low,Heavy,Express,High,1.1,2.47,Rainy,Holiday,UPI,5.83
2892,2025-03-07 17:23:00,Fashion,Medium,Light,Express,Medium,8.0,5.2,Snowy,Sports Event,Credit Card,12.49
2893,2025-03-07 13:43:00,Food Delivery,Medium,Light,Standard,Medium,5.3,13.18,Stormy,Sports Event,Credit Card,22.62
2894,2025-03-06 05:47:00,Groceries,High,Light,Scheduled,High,0.5,14.01,Rainy,None,Cash,17.7
2895,2025-03-22 17:45:00,Groceries,Low,Light,Express,Low,0.8,2.78,Snowy,Festival,UPI,7.89
2896,2025-03-30 08:31:00,Food Delivery,Low,Heavy,Scheduled,High,8.8,13.04,Rainy,Festival,UPI,19.77
2897,2025-03-02 04:06:00,Food Delivery,High,Moderate,Standard,Medium,1.6,14.56,Snowy,None,Credit Card,24.98
2898,2025-03-25 19:02:00,Fashion,Medium,Light,Standard,Medium,9.9,7.85,Snowy,Festival,Debit Card,13.47
2899,2025-03-09 19:22:00,Groceries,High,Light,Express,Low,8.3,6.42,Snowy,Sports Event,E-Wallet,23.7
2900,2025-03-08 08:57:00,Pharmacy,High,Moderate,Express,High,1.8,6.46,Stormy,Holiday,Cash,18.16
2901,2025-03-07 01:17:00,Food Delivery,Medium,Light,Scheduled,Medium,1.8,14.92,Snowy,Sports Event,UPI,23.04
2902,2025-03-03 13:29:00,Pharmacy,Medium,Heavy,Express,High,2.6,11.52,Snowy,None,Credit Card,22.99
2903,2025-03-05 14:18:00,Electronics,High,Moderate,Express,Medium,5.1,5.36,Stormy,Festival,UPI,16.74
2904,2025-03-03 11:33:00,Fashion,Low,Light,Express,Low,2.6,10.6,Rainy,Holiday,Debit Card,30.1
2905,2025-03-20 02:54:00,Electronics,Medium,Moderate,Scheduled,Low,6.4,9.84,Snowy,None,E-Wallet,16.72
2906,2025-03-22 18:48:00,Groceries,Medium,Heavy,Express,High,3.7,5.72,Clear,None,Debit Card,9.51
2907,2025-03-07 03:21:00,Pharmacy,Medium,Light,Express,High,6.0,9.02,Stormy,Holiday,Cash,19.5
2908,2025-03-23 22:54:00,Food Delivery,High,Heavy,Scheduled,High,5.2,14.66,Rainy,None,Credit Card,22.23
2909,2025-03-19 17:49:00,Pharmacy,Medium,Heavy,Standard,High,7.1,14.52,Snowy,Sports Event,Cash,26.91
2910,2025-03-17 03:15:00,Electronics,High,Heavy,Scheduled,High,7.3,4.66,Snowy,Festival,Cash,9.19
2911,2025-03-22 19:32:00,Food Delivery,Low,Heavy,Scheduled,High,6.3,3.4,Clear,Festival,Credit Card,4.3
2912,2025-03-20 02:51:00,Pharmacy,High,Moderate,Scheduled,High,7.2,9.68,Stormy,Festival,E-Wallet,17.49
2913,2025-03-05 06:27:00,Groceries,Medium,Moderate,Scheduled,Medium,8.5,9.29,Stormy,Holiday,E-Wallet,15.78
2914,2025-03-07 14:58:00,Groceries,Medium,Moderate,Express,High,3.7,2.75,Snowy,Festival,Debit Card,6.54
2915,2025-03-20 07:32:00,Groceries,High,Light,Standard,Medium,5.0,9.9,Rainy,None,Credit Card,15.44
2916,2025-03-15 17:21:00,Fashion,Medium,Light,Scheduled,Medium,5.6,11.76,Clear,None,UPI,11.64
2917,2025-03-31 00:20:00,Pharmacy,Low,Heavy,Scheduled,Low,3.7,2.26,Snowy,Sports Event,Debit Card,4.95
2918,2025-03-21 20:53:00,Pharmacy,Low,Moderate,Standard,Low,4.1,8.95,Snowy,Holiday,Debit Card,19.97
2919,2025-03-21 02:42:00,Fashion,High,Heavy,Scheduled,Medium,1.6,14.18,Clear,Holiday,Debit Card,25.88
2920,2025-03-18 22:34:00,Electronics,Low,Heavy,Standard,High,7.4,3.2,Stormy,Sports Event,Credit Card,5.39
2921,2025-03-13 15:13:00,Groceries,High,Moderate,Scheduled,Low,2.5,13.96,Rainy,Sports Event,Credit Card,36.44
2922,2025-03-23 06:48:00,Pharmacy,Low,Moderate,Standard,Low,5.8,3.2,Snowy,None,E-Wallet,5.49
2923,2025-03-13 03:16:00,Electronics,Medium,Heavy,Scheduled,Low,2.1,13.6,Stormy,None,Cash,25.2
2924,2025-03-11 16:27:00,Food Delivery,Low,Light,Standard,Low,8.4,4.18,Snowy,None,Debit Card,6.52
2925,2025-03-22 06:23:00,Electronics,Low,Moderate,Standard,Medium,5.6,12.75,Clear,Holiday,E-Wallet,18.23
2926,2025-03-08 20:39:00,Food Delivery,High,Heavy,Standard,High,5.2,13.36,Snowy,Festival,E-Wallet,29.26
2927,2025-03-25 18:15:00,Fashion,Medium,Light,Express,Medium,2.9,10.13,Snowy,Sports Event,E-Wallet,24.34
2928,2025-03-11 05:57:00,Electronics,High,Moderate,Standard,High,2.3,10.27,Snowy,None,Cash,15.86
2929,2025-03-05 19:52:00,Food Delivery,Medium,Moderate,Scheduled,High,7.0,14.34,Stormy,Holiday,UPI,21.93
2930,2025-03-23 08:43:00,Groceries,Medium,Heavy,Express,High,5.7,13.79,Stormy,None,Credit Card,27.52
2931,2025-03-13 19:54:00,Fashion,Medium,Moderate,Scheduled,High,6.0,9.4,Rainy,Sports Event,Cash,14.37
2932,2025-03-09 13:19:00,Food Delivery,Low,Moderate,Standard,Medium,2.9,7.14,Clear,Sports Event,Cash,10.21
2933,2025-03-05 02:20:00,Groceries,Low,Moderate,Standard,Medium,7.6,7.64,Rainy,Holiday,UPI,13.11
2934,2025-03-17 12:07:00,Groceries,High,Light,Scheduled,Medium,8.0,3.46,Clear,Holiday,Debit Card,5.26
2935,2025-03-05 18:10:00,Pharmacy,High,Light,Scheduled,Medium,9.1,14.15,Snowy,Festival,UPI,25.83
2936,2025-03-12 11:04:00,Electronics,Medium,Moderate,Express,Medium,4.8,7.56,Clear,Holiday,Cash,16.65
2937,2025-03-05 06:01:00,Electronics,Medium,Moderate,Standard,Medium,3.8,9.49,Clear,Festival,Cash,14.93
2938,2025-03-08 09:34:00,Pharmacy,High,Light,Scheduled,High,6.3,12.81,Snowy,None,E-Wallet,16.19
2939,2025-03-13 21:51:00,Electronics,High,Light,Standard,Low,5.4,2.4,Clear,Festival,Credit Card,5.27
2940,2025-03-17 17:49:00,Fashion,Low,Heavy,Standard,High,9.5,4.01,Clear,Sports Event,Credit Card,5.63
2941,2025-03-17 18:31:00,Pharmacy,Medium,Heavy,Express,High,7.5,10.27,Stormy,None,Cash,20.5
2942,2025-03-05 09:54:00,Pharmacy,High,Moderate,Scheduled,High,9.7,14.34,Snowy,Sports Event,Cash,25.91
2943,2025-03-07 20:59:00,Electronics,High,Moderate,Express,Medium,5.2,5.75,Clear,Sports Event,Debit Card,14.96
2944,2025-03-17 02:12:00,Groceries,Low,Light,Standard,Medium,8.5,4.5,Stormy,Festival,Credit Card,7.02
2945,2025-03-23 01:19:00,Pharmacy,Low,Light,Scheduled,Medium,1.4,13.43,Snowy,Holiday,UPI,18.86
2946,2025-03-18 12:15:00,Fashion,Low,Moderate,Express,Low,5.5,12.37,Rainy,Holiday,Debit Card,38.63
2947,2025-03-05 03:08:00,Electronics,High,Heavy,Scheduled,Medium,9.1,8.11,Snowy,Holiday,Cash,17.76
2948,2025-03-06 20:05:00,Groceries,High,Moderate,Standard,High,9.7,7.3,Clear,Festival,UPI,12.21
2949,2025-03-25 10:17:00,Electronics,High,Light,Express,Low,8.9,11.39,Clear,None,UPI,26.95
2950,2025-03-16 23:45:00,Pharmacy,Low,Moderate,Scheduled,Low,6.7,11.13,Rainy,Holiday,UPI,22.35
2951,2025-03-13 11:52:00,Pharmacy,High,Light,Scheduled,Low,6.6,2.12,Snowy,Sports Event,E-Wallet,5.03
2952,2025-03-07 10:05:00,Groceries,Low,Heavy,Standard,Medium,6.2,7.67,Stormy,Holiday,E-Wallet,14.36
2953,2025-03-08 18:09:00,Electronics,High,Heavy,Standard,Low,7.1,7.37,Snowy,Holiday,UPI,23.32
2954,2025-03-29 16:43:00,Food Delivery,High,Heavy,Standard,Medium,8.9,11.32,Clear,None,E-Wallet,17.66
2955,2025-03-16 20:08:00,Fashion,Medium,Light,Scheduled,Low,6.7,9.74,Stormy,Festival,Debit Card,19.56
2956,2025-03-28 20:30:00,Groceries,Low,Heavy,Standard,Low,3.2,13.89,Stormy,Sports Event,E-Wallet,33.8
2957,2025-03-17 14:24:00,Fashion,Low,Heavy,Scheduled,Low,4.9,5.19,Clear,None,Credit Card,7.29
2958,2025-03-27 04:07:00,Pharmacy,Medium,Light,Scheduled,Medium,7.4,13.84,Stormy,Holiday,E-Wallet,21.37
2959,2025-03-01 10:42:00,Fashion,Medium,Moderate,Express,High,5.6,4.37,Stormy,Holiday,Debit Card,10.39
2960,2025-03-20 13:48:00,Groceries,Low,Heavy,Standard,Low,4.9,4.32,Clear,Holiday,Debit Card,8.76
2961,2025-03-23 21:52:00,Fashion,Low,Moderate,Standard,High,5.3,11.78,Rainy,Sports Event,E-Wallet,18.19
2962,2025-03-10 08:36:00,Pharmacy,High,Heavy,Standard,High,6.0,7.5,Snowy,Festival,Cash,16.43
2963,2025-03-10 20:22:00,Food Delivery,Medium,Heavy,Express,Medium,3.3,11.6,Snowy,Holiday,Debit Card,33.44
2964,2025-03-20 19:48:00,Food Delivery,High,Light,Scheduled,Medium,0.6,13.06,Rainy,None,E-Wallet,18.34
2965,2025-03-19 16:50:00,Fashion,Low,Moderate,Standard,High,4.7,14.84,Clear,Holiday,Cash,19.1
2966,2025-03-10 07:25:00,Electronics,Low,Moderate,Express,High,8.0,10.96,Rainy,Festival,UPI,23.7
2967,2025-03-28 03:02:00,Pharmacy,High,Moderate,Scheduled,Medium,6.7,2.64,Stormy,Festival,E-Wallet,5.3
2968,2025-03-02 09:51:00,Pharmacy,High,Moderate,Scheduled,Low,9.1,3.04,Stormy,Holiday,Cash,7.93
2969,2025-03-21 07:42:00,Fashion,Low,Light,Standard,High,6.1,11.97,Rainy,Holiday,UPI,16.81
2970,2025-03-22 06:02:00,Groceries,Medium,Moderate,Express,Medium,9.8,9.71,Snowy,Sports Event,Credit Card,25.66
2971,2025-03-20 00:26:00,Food Delivery,High,Heavy,Scheduled,Low,2.6,11.4,Rainy,None,UPI,24.97
2972,2025-03-07 16:31:00,Fashion,High,Light,Standard,Low,3.2,13.55,Rainy,None,Credit Card,27.48
2973,2025-03-26 09:28:00,Groceries,High,Heavy,Express,Medium,4.5,10.41,Clear,Festival,Cash,29.56
2974,2025-03-06 05:46:00,Groceries,Low,Moderate,Scheduled,Medium,4.6,12.39,Stormy,None,Debit Card,14.72
2975,2025-03-02 18:12:00,Fashion,High,Heavy,Standard,Low,6.8,7.73,Snowy,Holiday,E-Wallet,24.46
2976,2025-03-19 22:35:00,Fashion,Medium,Heavy,Express,High,9.1,2.78,Clear,Sports Event,Cash,6.01
2977,2025-03-14 08:25:00,Food Delivery,High,Light,Scheduled,Medium,7.1,13.86,Clear,None,Credit Card,16.22
2978,2025-03-02 13:24:00,Electronics,Medium,Heavy,Express,Low,5.3,14.45,Rainy,None,UPI,41.66
2979,2025-03-20 19:32:00,Fashion,High,Light,Scheduled,Medium,6.1,13.33,Rainy,Sports Event,UPI,24.33
2980,2025-03-11 13:59:00,Pharmacy,Low,Heavy,Scheduled,Medium,0.6,3.94,Snowy,Sports Event,E-Wallet,6.64
2981,2025-03-08 19:06:00,Pharmacy,Low,Moderate,Standard,High,9.4,13.21,Clear,Holiday,Debit Card,17.0
2982,2025-03-26 07:18:00,Food Delivery,Medium,Moderate,Scheduled,Medium,4.9,7.21,Clear,Festival,Credit Card,10.21
2983,2025-03-18 21:12:00,Food Delivery,High,Light,Express,High,5.1,4.36,Stormy,Holiday,E-Wallet,11.14
2984,2025-03-19 03:58:00,Pharmacy,Low,Light,Standard,High,7.2,3.95,Snowy,Holiday,E-Wallet,5.55
2985,2025-03-12 12:18:00,Pharmacy,Medium,Moderate,Standard,Low,9.7,8.12,Clear,Sports Event,Credit Card,16.6
2986,2025-03-04 15:57:00,Pharmacy,High,Light,Standard,Medium,4.7,10.6,Snowy,None,UPI,16.54
2987,2025-03-25 23:11:00,Food Delivery,Medium,Heavy,Scheduled,High,4.8,5.0,Clear,Holiday,Debit Card,6.95
2988,2025-03-08 14:41:00,Fashion,Low,Light,Express,Medium,8.6,5.16,Snowy,Festival,E-Wallet,11.27
2989,2025-03-18 01:58:00,Food Delivery,High,Heavy,Express,High,2.3,14.17,Stormy,Holiday,UPI,43.45
2990,2025-03-06 17:06:00,Fashion,High,Heavy,Standard,High,5.0,7.08,Stormy,Festival,Debit Card,15.51
2991,2025-03-05 20:04:00,Groceries,Low,Heavy,Standard,High,5.1,10.63,Clear,Festival,E-Wallet,14.92
2992,2025-03-19 21:36:00,Electronics,Medium,Light,Express,Medium,0.8,7.33,Clear,Festival,Debit Card,14.67
2993,2025-03-08 08:20:00,Electronics,Low,Moderate,Express,Medium,2.6,13.29,Clear,None,Debit Card,20.47
2994,2025-03-28 21:36:00,Food Delivery,Medium,Moderate,Scheduled,Medium,2.4,12.28,Clear,Holiday,UPI,17.38
2995,2025-03-29 02:55:00,Electronics,High,Heavy,Standard,High,0.9,3.43,Snowy,None,Debit Card,5.78
2996,2025-03-10 00:51:00,Groceries,Medium,Light,Standard,High,1.5,14.49,Rainy,Sports Event,Credit Card,22.38
2997,2025-03-01 20:55:00,Food Delivery,Medium,Heavy,Standard,High,8.3,2.65,Rainy,Holiday,E-Wallet,4.91
2998,2025-03-14 10:29:00,Electronics,High,Heavy,Express,Low,7.8,12.49,Snowy,None,E-Wallet,42.55
2999,2025-03-10 02:48:00,Electronics,Low,Light,Standard,Low,5.3,5.33,Rainy,None,Credit Card,8.31
3000,2025-03-29 11:13:00,Electronics,High,Heavy,Standard,Medium,3.1,5.31,Snowy,Sports Event,UPI,12.92
3001,2025-03-15 10:20:00,Fashion,Medium,Moderate,Standard,Low,4.9,3.79,Snowy,Holiday,E-Wallet,9.3
3002,2025-03-05 21:42:00,Food Delivery,High,Moderate,Express,Low,2.3,12.84,Clear,Sports Event,Cash,43.44
3003,2025-03-09 05:54:00,Groceries,Low,Light,Express,High,9.6,3.32,Clear,Sports Event,E-Wallet,5.44
3004,2025-03-12 01:38:00,Electronics,Medium,Heavy,Standard,Medium,9.3,10.56,Stormy,Festival,Credit Card,21.75
3005,2025-03-30 23:55:00,Food Delivery,Medium,Moderate,Scheduled,Low,9.1,11.31,Stormy,Sports Event,Debit Card,24.98
3006,2025-03-21 13:25:00,Pharmacy,Low,Moderate,Standard,Medium,6.1,8.44,Clear,Festival,Credit Card,12.07
3007,2025-03-13 18:27:00,Food Delivery,Low,Moderate,Scheduled,Medium,3.5,5.31,Stormy,Sports Event,Credit Card,8.2
3008,2025-03-13 11:18:00,Fashion,High,Light,Scheduled,Low,4.0,5.43,Rainy,None,Debit Card,9.91
3009,2025-03-17 06:06:00,Fashion,Medium,Light,Scheduled,High,8.1,2.15,Rainy,Sports Event,Credit Card,2.99
3010,2025-03-11 03:06:00,Pharmacy,High,Moderate,Express,High,5.3,13.28,Rainy,Sports Event,Cash,37.33
3011,2025-03-12 04:12:00,Electronics,High,Heavy,Standard,Low,5.9,8.9,Rainy,Holiday,Credit Card,28.16
3012,2025-03-04 00:55:00,Groceries,Low,Light,Standard,High,4.5,6.26,Stormy,None,E-Wallet,6.76
3013,2025-03-18 08:16:00,Pharmacy,Low,Moderate,Standard,Low,10.0,2.2,Clear,None,Cash,3.15
3014,2025-03-02 13:28:00,Electronics,Medium,Moderate,Scheduled,Medium,3.6,13.06,Snowy,Sports Event,Debit Card,22.19
3015,2025-03-18 02:36:00,Groceries,High,Light,Express,High,8.9,5.95,Clear,Festival,E-Wallet,12.67
3016,2025-03-21 01:23:00,Electronics,Medium,Heavy,Standard,High,6.9,4.6,Snowy,None,Cash,6.56
3017,2025-03-24 12:53:00,Food Delivery,High,Light,Express,High,5.0,12.73,Rainy,Holiday,Debit Card,32.53
3018,2025-03-13 06:53:00,Food Delivery,Medium,Light,Express,Medium,1.0,11.08,Stormy,Sports Event,Cash,26.62
3019,2025-03-20 14:09:00,Electronics,Low,Light,Standard,High,3.8,12.24,Snowy,Sports Event,Cash,17.18
3020,2025-03-17 15:07:00,Electronics,Medium,Heavy,Scheduled,Medium,4.5,8.01,Stormy,Festival,E-Wallet,14.84
3021,2025-03-28 20:11:00,Pharmacy,High,Light,Express,High,0.9,4.53,Stormy,Festival,Debit Card,11.58
3022,2025-03-08 07:24:00,Pharmacy,High,Heavy,Standard,High,9.6,5.13,Rainy,Sports Event,E-Wallet,11.24
3023,2025-03-19 21:57:00,Electronics,Medium,Moderate,Standard,High,4.3,8.54,Clear,Holiday,UPI,12.09
3024,2025-03-04 17:30:00,Food Delivery,High,Light,Scheduled,High,7.2,5.54,Clear,Holiday,Debit Card,7.58
3025,2025-03-04 09:04:00,Food Delivery,Medium,Heavy,Standard,Low,2.6,8.23,Rainy,Holiday,Credit Card,22.03
3026,2025-03-26 17:29:00,Electronics,High,Heavy,Scheduled,Low,1.8,9.94,Snowy,Sports Event,UPI,28.3
3027,2025-03-28 03:51:00,Food Delivery,Low,Light,Standard,Medium,0.6,3.25,Rainy,Sports Event,UPI,5.07
3028,2025-03-12 15:20:00,Electronics,Medium,Light,Standard,Low,9.8,5.77,Stormy,None,Debit Card,9.9
3029,2025-03-05 07:15:00,Electronics,High,Heavy,Express,Low,3.8,6.95,Rainy,Sports Event,E-Wallet,30.78
3030,2025-03-21 21:04:00,Electronics,Low,Moderate,Standard,High,4.7,14.23,Stormy,Holiday,Credit Card,21.98
3031,2025-03-16 20:17:00,Fashion,High,Moderate,Standard,Low,0.8,3.02,Clear,Holiday,Credit Card,7.3
3032,2025-03-08 06:44:00,Food Delivery,Medium,Light,Standard,Medium,4.9,13.97,Snowy,Festival,Debit Card,23.97
3033,2025-03-15 15:45:00,Fashion,Low,Light,Express,Medium,9.7,9.14,Rainy,Holiday,Credit Card,19.96
3034,2025-03-12 19:28:00,Groceries,Low,Heavy,Scheduled,High,6.3,7.94,Stormy,Sports Event,UPI,12.04
3035,2025-03-07 01:19:00,Groceries,Medium,Light,Standard,Low,7.3,4.76,Snowy,Festival,Credit Card,10.62
3036,2025-03-24 10:30:00,Fashion,High,Light,Standard,High,3.2,4.85,Snowy,Sports Event,E-Wallet,8.85
3037,2025-03-28 09:46:00,Pharmacy,Medium,Moderate,Scheduled,Low,4.6,3.45,Snowy,Sports Event,UPI,7.62
3038,2025-03-16 02:43:00,Fashion,Medium,Light,Scheduled,Medium,8.3,12.51,Stormy,Festival,Debit Card,19.32
3039,2025-03-18 03:03:00,Fashion,High,Heavy,Express,Low,2.4,12.47,Rainy,Festival,Cash,55.23
3040,2025-03-28 11:22:00,Food Delivery,Medium,Heavy,Express,High,4.9,10.44,Rainy,Festival,Credit Card,27.09
3041,2025-03-23 20:45:00,Groceries,Low,Heavy,Standard,Low,7.0,14.57,Snowy,None,UPI,27.28
3042,2025-03-13 21:31:00,Fashion,Low,Moderate,Express,High,7.4,3.86,Clear,Festival,E-Wallet,6.95
3043,2025-03-28 11:54:00,Food Delivery,Low,Heavy,Express,Low,7.3,10.64,Snowy,None,E-Wallet,27.89
3044,2025-03-06 09:53:00,Food Delivery,Low,Moderate,Express,Low,3.5,5.24,Stormy,None,E-Wallet,12.59
3045,2025-03-02 14:12:00,Groceries,High,Light,Standard,Medium,4.0,3.17,Stormy,None,E-Wallet,4.95
3046,2025-03-08 20:09:00,Food Delivery,Medium,Moderate,Standard,High,9.4,8.05,Clear,Holiday,Cash,11.4
3047,2025-03-04 03:14:00,Pharmacy,Low,Moderate,Scheduled,Low,1.3,8.14,Clear,Sports Event,Debit Card,13.62
3048,2025-03-16 05:17:00,Electronics,Low,Moderate,Standard,Low,2.0,2.46,Clear,Sports Event,UPI,4.57
3049,2025-03-11 20:27:00,Fashion,Low,Heavy,Standard,High,1.2,12.76,Snowy,None,E-Wallet,16.54
3050,2025-03-25 00:42:00,Pharmacy,Medium,Light,Express,Low,5.9,8.16,Snowy,Festival,UPI,25.48
3051,2025-03-11 08:00:00,Pharmacy,High,Moderate,Express,Medium,9.9,4.76,Clear,Festival,Debit Card,12.39
3052,2025-03-18 05:41:00,Electronics,Medium,Moderate,Standard,High,9.4,8.37,Clear,Holiday,Cash,11.85
3053,2025-03-29 03:19:00,Pharmacy,Medium,Heavy,Express,Medium,5.9,4.5,Clear,Holiday,Debit Card,10.81
